posting_id,date_posted,job_title,normalized_role,role_family,company,industry,city,state,country,work_mode,experience_level,employment_type,salary_min,salary_max,salary_period,salary_currency,required_skills,preferred_skills,education_requirement,years_experience_required,remote_eligible,description_excerpt,recruiter_name,recruiter_email,recruiter_phone,source_type,source_record_id,synthetic_record
CP-00375,2026-03-15,Junior Electrical Engineer,Electrical Engineer,Electrical & Hardware Engineering,Front Range Controls,Aerospace,Pittsburgh,PA,United States,On-site,Senior,Contract,85000.0,120000.0,year,USD,Altium | Circuit Design | MATLAB | Python,Arduino | Embedded C | Git | LabVIEW | Project Management,Associate degree,7,False,Synthetic senior opportunity in aerospace focused on Altium and collaborative problem solving.,Casey Davis,casey.davis83@example.net,(555) 555-0174,synthetic_job_board,SYN-20260315-00375,True
CP-00376,2026-07-12,Desktop Support Analyst,IT Support Specialist,Information Technology,Liberty Financial Tech,Managed Services,Denver,CO,United States,On-site,Entry Level,Full-time,,,year,USD,Communication | Networking | Technical Support | Windows,Azure | Cybersecurity | Project Management | Python,Bachelor's degree preferred,2,False,Synthetic entry level opportunity in managed services focused on Communication and collaborative problem solving.,Avery Patel,avery.patel84@example.org,(555) 555-0175,synthetic_job_board,SYN-20260712-00376,True
CP-00377,2026-06-29,Backend Engineer,Software Engineer,Software Engineering,Pioneer Aerospace Works,HealthTech,Denver,CO,United States,Hybrid,Associate,Full-time,97000.0,114000.0,year,USD,AWS | Java | Linux | Python | SQL,Azure | C++ | Communication | Docker | Project Management,Associate degree,2,True,Synthetic associate opportunity in healthtech focused on AWS and collaborative problem solving.,Quinn Patel,quinn.patel85@example.org,(555) 555-0176,synthetic_job_board,SYN-20260629-00377,True
CP-00378,2026-05-11,Data Analyst,Data Analyst,Data & Analytics,Summit Network Partners,Retail,Austin,TX,United States,Remote,Internship,Internship,32000.0,40000.0,year,USD,AWS | Communication | Git | Project Management | SQL | Tableau,AWS | Git | Statistics,Bachelor's degree,0,True,Synthetic internship opportunity in retail focused on AWS and collaborative problem solving.,Parker Martin,parker.martin86@example.com,(512) 555-0177,synthetic_job_board,SYN-20260511-00378,True
CP-00379,2026-04-05,Digital Product Analyst,Product Analyst,Data & Analytics,Axiom Circuit Labs,E-commerce,Salt Lake City,UT,United States,Hybrid,Internship,Internship,35000.0,44000.0,year,USD,Communication | Data Visualization | Excel | Product Analytics | Python,JavaScript | Power BI | Project Management | Statistics | Tableau,Bachelor's degree preferred,0,True,Synthetic internship opportunity in e-commerce focused on Communication and collaborative problem solving.,Drew Smith,drew.smith87@example.com,(555) 555-0178,synthetic_job_board,SYN-20260405-00379,True
CP-00380,2026-07-26,Infrastructure Engineer,Network Engineer,Information Technology,Redwood Product Studio,Government Technology,Seattle,WA,United States,Remote,Entry Level,Full-time,67000.0,84000.0,year,USD,Communication | Cybersecurity | Git | Networking | Project Management | Python,AWS | Azure | Git | Project Management | SIEM,Bachelor's degree,1,True,Synthetic entry level opportunity in government technology focused on Communication and collaborative problem solving.,Skyler Kim,skyler.kim88@example.org,(206) 555-0179,synthetic_job_board,SYN-20260726-00380,True
CP-00381,2026-05-02,Information Security Analyst,Cybersecurity Analyst,Cybersecurity,Rainier Cloud Group,Financial Services,Portland,OR,United States,Remote,Entry Level,Full-time,59000.0,85000.0,year,USD,Git | Linux | Networking | Project Management | Python,AWS | Azure | Git | Project Management,Bachelor's degree,0,True,Synthetic entry level opportunity in financial services focused on Git and collaborative problem solving.,Casey Garcia,casey.garcia89@example.com,(555) 555-0180,synthetic_job_board,SYN-20260502-00381,True
CP-00382,2026-02-06,Network Engineer,Network Engineer,Information Technology,Cascade Secure Systems,Cloud Services,Phoenix,AZ,United States,Hybrid,Entry Level,Full-time,56000.0,77000.0,year,USD,Cisco | Cybersecurity | Linux | Python,Azure | Git | Project Management | SIEM,Bachelor's degree,1,True,Synthetic entry level opportunity in cloud services focused on Cisco and collaborative problem solving.,Skyler Wilson,skyler.wilson90@example.com,(555) 555-0181,synthetic_job_board,SYN-20260206-00382,True
CP-00383,2026-03-18,Power Systems Engineer,Electrical Engineer,Electrical & Hardware Engineering,Northstar Robotics,Advanced Manufacturing,Atlanta,GA,United States,Hybrid,Mid Level,Full-time,81000.0,97000.0,year,USD,Altium | C++ | Circuit Design | Communication | MATLAB | PLC | Python,Git | LabVIEW | Project Management,Bachelor's degree preferred,3,True,Synthetic mid level opportunity in advanced manufacturing focused on Altium and collaborative problem solving.,Skyler Davis,skyler.davis91@example.net,(555) 555-0182,synthetic_job_board,SYN-20260318-00383,True
CP-00384,2026-07-27,Junior Data Analyst,Data Analyst,Data & Analytics,Redwood Product Studio,Financial Services,Columbus,OH,United States,On-site,Entry Level,Full-time,48000.0,61000.0,year,USD,Communication | Excel | Power BI | Python | Tableau,AWS | Git | Statistics,Bachelor's degree,2,False,Synthetic entry level opportunity in financial services focused on Communication and collaborative problem solving.,Reese Lewis,reese.lewis92@example.org,(555) 555-0183,synthetic_job_board,SYN-20260727-00384,True
CP-00385,2026-02-17,Associate Software Developer,Junior Developer,Software Engineering,Orchard Education Labs,Education Technology,Raleigh,NC,United States,Hybrid,Entry Level,Full-time,,,year,USD,Communication | Git | HTML/CSS | JavaScript | Python | React | SQL,AWS | C++ | Java | Linux,Bachelor's degree,2,True,Synthetic entry level opportunity in education technology focused on Communication and collaborative problem solving.,Cameron Nguyen,cameron.nguyen93@example.org,(919) 555-0184,synthetic_job_board,SYN-20260217-00385,True
CP-00386,2026-04-16,Infrastructure Engineer,Network Engineer,Information Technology,Sonoran Systems Lab,Cloud Services,Columbus,OH,United States,Hybrid,Internship,Internship,35000.0,42000.0,year,USD,Cisco | Communication | Cybersecurity | Linux | Networking | Python,AWS | Azure,Bachelor's degree,0,True,Synthetic internship opportunity in cloud services focused on Cisco and collaborative problem solving.,Taylor Davis,taylor.davis94@example.net,(555) 555-0185,synthetic_job_board,SYN-20260416-00386,True
CP-00387,2026-05-21,Automation Engineer,Automation Engineer,Electrical & Hardware Engineering,Front Range Controls,Food Production,Denver,CO,United States,On-site,Mid Level,Full-time,87000.0,109000.0,year,USD,Communication | Control Systems | PLC | Python,Git | Project Management | SQL,Bachelor's degree preferred,6,False,Synthetic mid level opportunity in food production focused on Communication and collaborative problem solving.,Riley Nguyen,riley.nguyen95@example.net,(555) 555-0186,synthetic_job_board,SYN-20260521-00387,True
CP-00388,2026-03-28,Application Developer,Software Engineer,Software Engineering,Rainier Cloud Group,Software,Columbus,OH,United States,Remote,Senior,Full-time,118000.0,141000.0,year,USD,AWS | Java | JavaScript | Project Management | Python | React | SQL,Azure | C++ | Communication | Project Management,No degree specified,7,True,Synthetic senior opportunity in software focused on AWS and collaborative problem solving.,Avery Brown,avery.brown96@example.org,(555) 555-0187,synthetic_job_board,SYN-20260328-00388,True
CP-00389,2026-06-29,Product Analyst,Product Analyst,Data & Analytics,Great Lakes Data Cooperative,E-commerce,Phoenix,AZ,United States,On-site,Internship,Internship,33000.0,40000.0,year,USD,Data Visualization | Product Analytics | Python | SQL,JavaScript | Project Management | Statistics | Tableau,High school diploma,0,False,Synthetic internship opportunity in e-commerce focused on Data Visualization and collaborative problem solving.,Morgan Garcia,morgan.garcia0@example.net,(555) 555-0188,synthetic_job_board,SYN-20260629-00389,True
CP-00390,2026-06-24,Business Data Analyst,Data Analyst,Data & Analytics,Blue Ridge Analytics,Healthcare,Columbus,OH,United States,Remote,Mid Level,Contract,59000.0,78000.0,year,USD,Azure | Excel | Git | Power BI | SQL | Tableau,AWS | Git | Project Management | Statistics,Bachelor's degree,4,True,Synthetic mid level opportunity in healthcare focused on Azure and collaborative problem solving.,Morgan Patel,morgan.patel1@example.com,(555) 555-0189,synthetic_job_board,SYN-20260624-00390,True
CP-00391,2026-07-06,Junior Network Engineer,Network Engineer,Information Technology,Northstar Robotics,Cloud Services,Portland,OR,United States,Remote,Senior,Full-time,98000.0,126000.0,year,USD,Cisco | Git | Project Management | Python,AWS | Azure | Git | Project Management,Bachelor's degree,7,True,Synthetic senior opportunity in cloud services focused on Cisco and collaborative problem solving.,Drew Martin,drew.martin2@example.net,(555) 555-0190,synthetic_job_board,SYN-20260706-00391,True
CP-00392,2026-07-14,Product Data Analyst,Product Analyst,Data & Analytics,Redwood Product Studio,Software,Phoenix,AZ,United States,Hybrid,Internship,Internship,,,year,USD,Communication | Data Visualization | Excel | SQL,JavaScript | Power BI | Project Management | Statistics | Tableau,Bachelor's degree preferred,0,True,Synthetic internship opportunity in software focused on Communication and collaborative problem solving.,Riley Clark,riley.clark3@example.com,(555) 555-0191,synthetic_job_board,SYN-20260714-00392,True
CP-00393,2026-05-15,Product Analyst,Product Analyst,Data & Analytics,Northstar Robotics,FinTech,Seattle,WA,United States,On-site,Mid Level,Full-time,97000.0,116000.0,year,USD,Data Visualization | Excel | Product Analytics | Python,JavaScript | Power BI | Project Management | Tableau,Bachelor's degree,5,False,Synthetic mid level opportunity in fintech focused on Data Visualization and collaborative problem solving.,Avery Wilson,avery.wilson4@example.com,(206) 555-0192,synthetic_job_board,SYN-20260515-00393,True
CP-00394,2026-04-06,IT Support Specialist,IT Support Specialist,Information Technology,Axiom Circuit Labs,Education,Chicago,IL,United States,On-site,Entry Level,Full-time,,,year,USD,Communication | Linux | Networking | Technical Support | Ticketing Systems | Windows,Cybersecurity | Project Management | Python,High school diploma,1,False,Synthetic entry level opportunity in education focused on Communication and collaborative problem solving.,Cameron Lewis,cameron.lewis5@example.org,(555) 555-0193,synthetic_job_board,SYN-20260406-00394,True
CP-00395,2026-05-19,Technical Support Specialist,IT Support Specialist,Information Technology,Potomac Digital Services,Managed Services,Portland,OR,United States,Hybrid,Internship,Internship,23000.0,30000.0,year,USD,Communication | Linux | Networking | Technical Support,Cybersecurity | Project Management,Bachelor's degree,0,True,Synthetic internship opportunity in managed services focused on Communication and collaborative problem solving.,Casey Davis,casey.davis6@example.org,(555) 555-0194,synthetic_job_board,SYN-20260519-00395,True
CP-00396,2026-06-10,Power Systems Engineer,Electrical Engineer,Electrical & Hardware Engineering,Pioneer Aerospace Works,Advanced Manufacturing,Chicago,IL,United States,On-site,Mid Level,Part-time,84000.0,115000.0,year,USD,AutoCAD | Circuit Design | Communication | MATLAB | PLC | Python,Embedded C | LabVIEW | Project Management,Bachelor's degree,3,False,Synthetic mid level opportunity in advanced manufacturing focused on AutoCAD and collaborative problem solving.,Taylor Patel,taylor.patel7@example.net,(555) 555-0195,synthetic_job_board,SYN-20260610-00396,True
CP-00397,2026-07-13,Entry-Level Developer,Junior Developer,Software Engineering,Peachtree Technology Group,Education Technology,Indianapolis,IN,United States,Remote,Associate,Full-time,47000.0,66000.0,year,USD,Azure | Communication | Git | HTML/CSS | SQL,C++ | Project Management,Bachelor's degree,3,True,Synthetic associate opportunity in education technology focused on Azure and collaborative problem solving.,Taylor Smith,taylor.smith8@example.com,(317) 555-0196,synthetic_job_board,SYN-20260713-00397,True
CP-00398,2026-05-26,Electrical Design Engineer,Electrical Engineer,Electrical & Hardware Engineering,Pioneer Aerospace Works,Advanced Manufacturing,Denver,CO,United States,Hybrid,Mid Level,Full-time,87000.0,106000.0,year,USD,Altium | AutoCAD | Circuit Design | PLC | Python,Arduino | Embedded C | Git | LabVIEW,Bachelor's degree,4,True,Synthetic mid level opportunity in advanced manufacturing focused on Altium and collaborative problem solving.,Jordan Martin,jordan.martin9@example.org,(555) 555-0197,synthetic_job_board,SYN-20260526-00398,True
CP-00399,2026-07-04,Entry-Level Developer,Junior Developer,Software Engineering,Potomac Digital Services,Software,Pittsburgh,PA,United States,Remote,Entry Level,Full-time,42000.0,49000.0,year,USD,Azure | HTML/CSS | JavaScript | Project Management | Python | React | SQL,AWS | C++ | Java | Linux | Project Management,Bachelor's degree,1,True,Synthetic entry level opportunity in software focused on Azure and collaborative problem solving.,Morgan Martin,morgan.martin10@example.org,(555) 555-0198,synthetic_job_board,SYN-20260704-00399,True
CP-00400,2026-07-16,Junior Electrical Engineer,Electrical Engineer,Electrical & Hardware Engineering,Front Range Controls,Energy,Denver,CO,United States,On-site,Mid Level,Full-time,88000.0,115000.0,year,USD,Altium | AutoCAD | Circuit Design | Communication | MATLAB | PLC | Python,Arduino | Embedded C | Git | LabVIEW | Project Management,Bachelor's degree,5,False,Synthetic mid level opportunity in energy focused on Altium and collaborative problem solving.,Jordan Martin,jordan.martin11@example.com,(555) 555-0199,synthetic_job_board,SYN-20260716-00400,True
CP-00401,2026-05-12,Junior Data Analyst,Data Analyst,Data & Analytics,Summit Network Partners,Financial Services,Baltimore,MD,United States,Remote,Associate,Full-time,55000.0,73000.0,year,USD,Azure | Power BI | Project Management | Python,AWS | Statistics,Associate degree,2,True,Synthetic associate opportunity in financial services focused on Azure and collaborative problem solving.,Casey Lewis,casey.lewis12@example.net,(410) 555-0100,synthetic_job_board,SYN-20260512-00401,True
CP-00402,2026-02-14,SOC Analyst,Cybersecurity Analyst,Cybersecurity,Potomac Digital Services,Financial Services,Atlanta,GA,United States,Remote,Internship,Internship,36000.0,45000.0,year,USD,AWS | Azure | Cybersecurity | Linux | Networking | Python | SIEM,AWS | Azure | Git | SQL,Bachelor's degree preferred,0,True,Synthetic internship opportunity in financial services focused on AWS and collaborative problem solving.,Morgan Lee,morgan.lee13@example.net,(555) 555-0101,synthetic_job_board,SYN-20260214-00402,True
